,Price,est_price
0,326,322.84553544352457
1,326,-105.44958896185199
2,327,89.1002674986994
3,334,174.23780211017947
4,335,40.280248156686866
5,336,-27.1550842591314
6,336,61.881382142157236
7,337,420.6256971673283
8,337,-1039.4667002919923
9,338,64.39696709016425
10,339,212.36974451093192
11,340,-21.319712599048216
12,342,-107.12948267722822
13,344,663.4446957548316
14,345,-276.65874730821815
15,345,581.127300000102
16,348,645.2477882475541
17,351,461.54595857710956
18,351,172.28609207215777
19,351,107.10518628490172
20,351,237.73243489583183
21,352,-16.516893239851925
22,353,227.08429588391664
23,353,348.8891950622419
24,353,549.2190314865329
25,354,209.7149856561955
26,355,-6.100493248512066
27,357,329.1181015868351
28,357,-111.46410385267154
29,357,224.2712777186316
30,402,357.37582522572484
31,402,349.5134042122845
32,402,46.027295638377836
33,402,343.4206894688432
34,402,-31.567905287192843
35,402,438.95545481833324
36,402,-471.26434813140077
37,402,374.078392929252
38,403,155.08691338372955
39,403,687.2194555056849
40,403,702.7824880784101
41,403,726.3971344791426
42,403,-249.8190546204496
43,403,151.4743580737413
44,403,394.9172693241453
45,403,126.4563986494104
46,403,749.4588086613294
47,403,230.79309299222223
48,404,-401.78627889741256
49,404,154.9277363347901
50,404,-156.17514606479745
51,404,369.5892962846665
52,404,808.955444447176
53,404,-95.05686879720088
54,404,-25.086035209045804
55,405,338.8904278375303
56,405,312.8712080135483
57,405,285.0500204810269
58,405,170.64448440860724
59,405,373.0797463720228
60,552,815.157937927037
61,552,102.05578343674642
62,552,258.04572243257644
63,552,429.8978418852639
64,552,948.3149482381232
65,553,487.132457530799
66,553,628.4442105312482
67,553,152.61406953768528
68,553,325.4729295006655
69,553,207.13478775115072
70,553,-112.37817127105882
71,554,238.0099204941289
72,554,-22.473081155094405
73,554,252.97179676131054
74,554,26.23881859411631
75,554,300.94147529826296
76,554,418.81304022610857
77,554,413.227094029462
78,554,-206.85251908074133
79,554,-122.70078553616258
80,554,-211.43810405331897
81,554,-86.63813314940853
82,554,-31.421555165783502
83,554,965.1769894777281
84,554,525.4625916057121
85,554,-149.7769041510037
86,554,102.04694807844498
87,554,68.9499352865605
88,554,132.9257197243569
89,554,212.20051787816556
90,2757,2837.808616429338
91,2757,3870.6277009093537
92,2757,3116.9487249627164
93,2759,2989.2754514457374
94,2759,3401.8617165413452
95,2759,3556.4185875839466
96,2759,2927.7316276396596
97,2759,3623.0382394764347
98,2760,3044.783811933805
99,2760,3670.9265561080683
100,2760,3208.7962334943004
101,2760,3839.128423448903
102,2760,3532.720952709151
103,2760,3240.993703905995
104,2760,3632.4773702371276
105,2760,3427.9997011787964
106,2760,3347.0681645171026
107,2761,3427.7885432043877
108,2761,4218.975061155645
109,2761,2357.6516028826045
110,2761,3811.948949561065
111,2761,3308.770090597911
112,2761,4208.132610984474
113,2762,3083.77948713924
114,2762,3153.1296340999143
115,2762,3407.360920289899
116,2762,3619.4289697550557
117,2762,3252.272323376117
118,2762,3058.486213047563
119,2762,3846.3828046556337
120,2762,3047.576153906728
121,2762,3495.178502113027
122,2762,2442.3938373427663
123,2762,2587.2653679617215
124,2762,2563.8363438276974
125,2762,2759.1001574859074
126,2763,4915.942426268903
127,2763,2627.173881038678
128,2763,4199.016780936756
129,2763,3721.7068434542416
130,2763,3555.3679294039466
131,2764,2692.747889147744
132,2764,2868.457100470492
133,2765,2601.8160425474052
134,2765,3295.947093197472
135,2765,2316.7146679145408
136,2765,2857.757900278124
137,2765,2889.2342058828144
138,2765,3521.605180585575
139,2766,2625.8094790424657
140,2766,3164.8256620526845
141,2766,3354.788447005867
142,2767,3209.286550228
143,2767,3222.067518543674
144,2767,3283.130142746766
145,2767,2287.026006927732
146,2768,2793.3636694653032
147,2768,3566.0280626400236
148,2768,3063.834763779847
149,2768,3122.159989063952
150,2768,2879.712033668937
151,2769,3464.166014383911
152,2770,2687.2137161487553
153,2770,3008.257341671473
154,2770,3287.8482295770227
155,2770,3401.2442164007734
156,2770,3324.388776235148
157,2770,3205.805062039806
158,2770,3141.0907828665004
159,2770,3411.517211842998
160,2770,3342.1964472207655
161,2771,3462.3426310844043
162,2771,2899.06020916301
163,2771,3029.4964423144775
164,2771,3795.3684168836517
165,2772,3216.966033178869
166,2772,3831.3928350174756
167,2772,2339.7567037967347
168,2772,2265.98126154676
169,2772,3073.870864199038
170,2773,3535.32749608222
171,2773,3008.7285805737265
172,2774,6534.604544062411
173,2774,2486.839871991462
174,2774,3031.5028154754655
175,2774,3931.509283061816
176,2775,2970.2252614091776
177,2776,2970.477071025005
178,2776,2747.338839801625
179,2776,2883.84227877995
180,2776,1954.860387158944
181,2776,1883.022181707689
182,2776,3270.1398909004965
183,2776,3407.128861839141
184,2776,3128.713081856422
185,2776,3324.0651055278977
186,2777,2744.915819967471
187,2777,2955.7210000644955
188,2777,2956.6177337063127
189,2777,2687.396477878181
190,2777,3370.2429963290815
191,2777,3120.960485191241
192,2777,2787.7425444489563
193,2777,3018.5491388622577
194,2777,3056.3899755330312
195,2777,2621.4000751721505
196,2777,3096.30895798036
197,2777,2933.356192150186
198,2777,2980.7011092968605
199,2777,2624.0776293512936
200,2777,2657.887553220149
201,2777,2957.846619917469
202,2777,3046.752178973933
203,2777,2376.9676849848656
204,2777,3998.3172574077216
205,2777,3445.012111730077
206,2777,2496.7036800515853
207,2778,1977.6921016181695
208,2779,3457.080322358888
209,2779,3355.495759701069
210,2780,2725.612081679392
211,2780,3500.3195919596183
212,2780,3359.1145863192214
213,2780,3540.885382144006
214,2780,2925.3724257169597
215,2781,5135.295325122446
216,2781,3591.8943996662747
217,2781,3792.649819713217
218,2782,2647.2320284242996
219,2782,1733.0057664103115
220,2782,3582.465938436675
221,2782,3242.1806626235884
222,2782,2533.8096443336217
223,2782,3044.943873485023
224,2782,3315.69134076354
225,2782,2762.857207036297
226,2782,2487.6879920732827
227,2782,3931.7150760676195
228,2782,3164.1306184297136
229,2783,1857.6331458547756
230,2784,3274.0143126990515
231,2784,3482.9910965911367
232,2787,2774.453902679965
233,2787,1619.6380454425926
234,2787,2692.4336116541053
235,2788,2879.20815889553
236,2788,3748.827107870842
237,2788,3540.0085628850757
238,2788,2959.5954218630504
